num__age,num__fare,num__sibsp,num__parch,cat__sex_male,cat__embarked_Q,cat__embarked_S,cat__pclass_2,cat__pclass_3,survived
2.1218898629467167,-0.2892537332316445,2.4566555770391827,-0.6202174844450158,0.0,0.0,1.0,0.0,1.0,1
0.05019830283555374,-0.06336221378226166,0.8906599900819346,-0.6202174844450158,1.0,0.0,1.0,1.0,0.0,0
0.05019830283555374,-0.5245812275441027,0.8906599900819346,-0.6202174844450158,1.0,0.0,1.0,1.0,0.0,0
-0.5932816514413987,-1.0309785451958202,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,0
0.05019830283555374,0.2983501559689651,-0.6753355968753131,0.8833400536035074,0.0,0.0,1.0,0.0,0.0,1
0.8506245874239573,-1.1050366509393519,-0.6753355968753131,-0.6202174844450158,0.0,0.0,1.0,0.0,1.0,1
0.05019830283555374,-0.12855622192714686,0.8906599900819346,-0.6202174844450158,0.0,0.0,1.0,1.0,0.0,1
0.05019830283555374,-0.25436922010148655,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,0.0,0
2.4279352070540474,-0.1331312400425773,0.8906599900819346,-0.6202174844450158,0.0,0.0,0.0,0.0,0.0,1
2.0826532803688536,1.138151918782683,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,0
0.6858309405969334,-0.71444447933447,-0.6753355968753131,0.8833400536035074,1.0,0.0,1.0,0.0,1.0,0
0.9918762847042641,-0.9697876779019368,0.8906599900819346,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,0
-1.6134327984658348,-1.1101835463192113,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,0
0.12082415147570691,-0.4696810101589362,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,1
-2.0764244728846175,-0.48998265304615923,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,1
-0.7031440826594147,0.3784129729889994,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,0
-0.985647477220028,2.2069905260001423,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,1.0,0.0,0
1.0546548168288448,1.2653946101180948,0.8906599900819346,-0.6202174844450158,0.0,0.0,0.0,0.0,0.0,1
-0.38925142203651125,1.7869466752771759,-0.6753355968753131,-0.6202174844450158,1.0,0.0,0.0,0.0,1.0,0
-1.7389898627149962,0.18168719402548647,-0.6753355968753131,-0.6202174844450158,1.0,0.0,1.0,0.0,1.0,0
-0.37355678900536615,-0.23749884080083655,0.8906599900819346,0.8833400536035074,0.0,0.0,1.0,0.0,1.0,0
-0.8993269955487294,1.5784974123928721,-0.6753355968753131,5.394012667749077,1.0,0.0,1.0,0.0,0.0,0
-0.14598461005376093,-1.070724015073623,-0.6753355968753131,2.3868975916520303,1.0,0.0,0.0,0.0,1.0,1
